,group,sum_gamerounds,retention_1,retention_7
7272,B,1,False,False
7273,A,53,False,True
7274,B,6,False,False
7275,A,38,False,False
7276,B,11,True,False
7277,B,7,False,False
7278,A,0,False,False
7279,A,0,False,False
7280,B,50,True,True
7281,B,152,True,True
7282,A,5,False,False
7283,A,24,True,False
7284,A,31,True,False
7285,B,1,False,False
7286,A,3,False,False
7287,B,6,False,False
7288,B,184,True,False
7289,B,44,True,False
7290,A,9,False,False
7291,A,603,True,True
7292,A,41,False,False
7293,A,4,False,False
7294,B,3,False,False
7295,A,268,True,True
7296,B,16,False,False
7297,A,85,True,True
7298,A,0,False,False
7299,B,13,False,False
7300,A,3,False,False
7301,B,20,True,False
7302,B,21,False,False
7303,A,8,False,False
7304,A,69,False,True
7305,A,86,False,True
7306,B,6,False,False
7307,B,1,False,True
7308,B,32,False,False
7309,B,3,False,False
7310,B,24,False,False
7311,A,17,True,False
7312,B,26,False,False
7313,B,99,True,False
7314,B,0,False,False
7315,B,65,True,False
7316,A,115,True,True
7317,A,707,True,True
7318,A,1,False,False
7319,A,79,True,False
7320,B,1,False,False
7321,A,18,True,False
7322,B,9,False,False
7323,B,68,True,True
7324,A,27,False,False
7325,B,2,False,False
7326,A,83,True,False
7327,A,5,False,False
7328,B,36,False,False
7329,B,48,True,False
7330,A,28,True,False
7331,B,97,True,False
7332,B,7,False,False
7333,A,20,True,False
7334,B,9,False,False
7335,A,94,True,True
7336,A,7,False,False
7337,B,1,False,False
7338,A,3,False,False
7339,A,2,False,False
7340,B,8,False,False
7341,B,663,True,True
7342,B,2,False,False
7343,B,9,False,False
7344,B,27,False,False
7345,A,83,True,False
7346,B,5,False,False
7347,A,85,True,True
7348,B,23,False,False
7349,A,3,False,False
7350,A,3,False,False
7351,A,20,False,False
7352,A,29,True,True
7353,A,8,False,False
7354,B,65,True,False
7355,B,94,True,True
7356,B,12,False,False
7357,A,41,False,False
7358,A,3,True,False
7359,A,155,True,False
7360,A,166,True,True
7361,B,8,False,False
7362,B,5,False,False
7363,B,140,True,True
7364,B,7,False,False
7365,A,93,True,False
7366,B,198,True,True
7367,B,7,False,False
7368,A,10,False,True
7369,A,1,False,False
7370,B,240,True,False
7371,B,1,False,False
7372,A,16,True,True
7373,B,32,True,False
7374,B,7,False,False
7375,B,53,True,False
7376,B,8,False,False
7377,B,4,False,False
7378,A,6,False,False
7379,A,6,True,False
7380,B,26,True,False
7381,A,0,False,False
7382,B,36,True,False
7383,B,139,True,False
7384,B,29,True,False
7385,B,43,True,False
7386,A,17,True,False
7387,A,2,False,False
7388,B,17,True,False
7389,B,56,True,False
7390,A,5,False,False
7391,A,92,True,False
7392,A,16,False,False
7393,A,35,True,False
7394,A,1,False,False
7395,B,1,False,False
7396,A,31,True,True
7397,A,26,True,False
7398,A,65,True,False
7399,B,1,False,False
7400,A,13,True,False
7401,A,0,False,False
7402,B,65,True,False
7403,B,10,False,False
7404,A,0,False,False
7405,B,13,True,False
7406,A,19,True,False
7407,A,93,True,False
7408,A,0,False,False
7409,A,53,True,True
7410,A,53,True,False
7411,B,37,True,False
7412,A,15,True,False
7413,B,93,False,True
7414,A,53,False,False
7415,A,3,False,False
7416,B,7,False,False
7417,B,7,False,False
7418,B,12,False,False
7419,B,160,True,False
7420,A,13,False,False
7421,A,24,True,False
7422,B,7,False,False
7423,A,298,True,True
7424,B,40,True,False
7425,A,4,False,False
7426,B,3,False,False
7427,A,1,False,False
7428,A,33,False,False
7429,A,13,False,False
7430,B,202,False,False
7431,B,35,True,False
7432,A,84,True,False
7433,A,79,True,True
7434,B,5,True,False
7435,B,10,False,False
7436,A,8,False,False
7437,A,8,False,False
7438,B,7,False,False
7439,A,5,False,False
7440,B,4,True,False
7441,B,3,False,False
7442,B,406,True,True
7443,A,1,False,False
7444,A,0,False,False
7445,A,26,True,True
7446,A,16,False,False
7447,A,1,False,False
7448,A,3,False,False
7449,A,16,True,False
7450,B,1,False,False
7451,B,10,False,False
7452,A,7,False,False
7453,B,60,True,False
7454,B,79,True,True
7455,B,3,False,False
7456,A,77,True,True
7457,B,68,False,False
7458,B,2,False,False
7459,B,28,False,False
7460,A,7,True,False
7461,B,5,False,False
7462,B,30,False,False
7463,A,41,True,False
7464,B,20,False,False
7465,A,7,False,True
7466,B,45,True,True
7467,A,160,True,True
7468,A,44,True,False
7469,B,37,False,False
7470,B,286,True,True
7471,B,42,True,False
7472,B,125,True,True
7473,B,1,False,False
7474,A,31,False,False
7475,A,64,False,False
7476,B,64,False,False
7477,A,1,False,False
7478,B,0,False,False
7479,B,78,True,True
7480,B,7,False,False
7481,B,10,False,False
7482,B,211,True,True
7483,A,77,True,False
7484,B,14,False,False
7485,B,13,True,False
7486,B,44,True,False
7487,B,106,True,False
7488,A,1,False,False
7489,A,70,True,False
7490,A,47,True,False
7491,B,1,False,False
7492,A,17,True,True
7493,A,2,False,False
7494,B,2,False,False
7495,A,4,False,False
7496,B,6,False,False
7497,A,88,True,True
7498,B,119,True,True
7499,A,17,True,False
7500,B,1,False,False
7501,A,0,False,False
7502,B,20,False,False
7503,B,10,False,False
7504,A,24,False,False
7505,B,21,True,False
7506,B,28,False,False
7507,B,51,True,True
7508,B,10,True,False
7509,A,45,False,False
7510,B,41,True,True
7511,B,7,True,False
7512,A,35,True,False
7513,B,17,False,False
7514,A,33,True,False
7515,B,60,True,False
7516,B,40,False,False
7517,B,100,True,True
7518,A,154,True,False
7519,B,6,False,False
7520,A,11,False,False
7521,B,17,False,False
7522,B,56,True,False
7523,A,84,True,False
7524,A,71,True,True
7525,A,34,True,True
7526,B,5,False,False
7527,B,13,False,False
7528,B,106,True,True
7529,A,40,True,False
7530,A,127,True,True
7531,B,22,False,False
7532,A,263,True,True
7533,B,23,True,False
7534,B,8,False,False
7535,A,11,False,False
7536,B,118,True,True
7537,A,2,False,False
7538,A,43,True,False
7539,B,4,False,False
7540,B,2,False,False
7541,A,64,False,True
7542,B,60,True,False
7543,B,13,False,False
7544,A,2,False,False
7545,A,3,False,False
7546,B,7,False,False
7547,A,35,True,False
7548,A,1,False,False
7549,B,4,False,False
7550,A,0,False,False
7551,B,2,False,False
7552,A,50,True,False
7553,B,2,True,False
7554,B,35,True,False
7555,B,18,False,True
7556,A,31,True,True
7557,A,4,False,False
7558,A,0,False,False
7559,B,126,True,False
7560,B,18,True,False
7561,A,5,False,False
7562,B,243,True,True
7563,B,549,True,True
7564,B,30,True,False
7565,A,7,True,False
7566,A,2,False,False
7567,B,51,True,False
7568,A,35,True,False
7569,A,42,False,False
7570,A,27,False,False
7571,B,19,True,False
7572,B,25,False,False
7573,B,37,False,False
7574,A,50,False,True
7575,B,4,False,False
7576,B,105,False,True
7577,B,135,True,True
7578,B,11,False,False
7579,A,221,True,False
7580,B,1,False,False
7581,B,109,True,True
7582,B,10,False,False
7583,B,0,False,False
7584,B,9,False,False
7585,B,4,False,False
7586,A,7,True,False
7587,B,6,False,False
7588,B,28,False,False
7589,B,5,False,False
7590,A,93,True,False
7591,A,1,False,False
7592,B,22,True,False
7593,A,10,True,False
7594,B,48,True,False
7595,A,93,True,False
7596,A,72,True,True
7597,B,294,True,True
7598,A,20,False,False
7599,B,179,True,False
7600,B,6,False,False
7601,B,13,False,False
7602,B,6,True,False
7603,A,0,False,False
7604,B,6,False,False
7605,A,13,True,False
7606,B,6,False,False
7607,A,253,True,True
7608,B,3,False,False
7609,A,20,False,False
7610,B,26,False,False
7611,B,70,False,False
7612,B,22,True,True
7613,B,0,False,False
7614,B,8,True,False
7615,A,2,False,False
7616,B,93,True,True
7617,B,6,False,False
7618,A,30,True,False
7619,B,45,False,True
7620,B,170,True,True
7621,B,42,False,False
7622,B,164,True,True
7623,B,47,True,False
7624,B,7,False,False
7625,B,386,True,True
7626,A,2,False,False
7627,A,0,False,False
7628,B,71,False,False
7629,A,172,True,True
7630,A,182,True,True
7631,B,1,False,False
7632,B,2,False,False
7633,B,3,False,False
7634,B,11,True,False
7635,B,22,False,False
7636,B,13,False,True
7637,A,13,False,False
7638,A,75,False,False
7639,A,66,True,False
7640,A,70,False,True
7641,A,403,True,True
7642,A,3,False,False
7643,B,183,True,True
7644,B,4,False,False
7645,A,0,False,False
7646,B,28,True,False
7647,B,6,True,False
7648,A,709,True,True
7649,B,31,True,False
7650,B,5,False,False
7651,B,33,True,False
7652,B,51,True,True
7653,B,15,False,False
7654,B,8,False,False
7655,A,179,True,False
7656,B,88,True,True
7657,B,13,True,False
7658,B,36,True,False
7659,A,18,False,False
7660,B,5,False,False
7661,A,26,False,False
7662,A,59,True,False
7663,A,44,False,False
7664,A,2,False,False
7665,B,4,False,False
7666,A,37,True,False
7667,A,22,True,False
7668,A,7,False,False
7669,A,0,False,False
7670,A,7,False,False
7671,B,6,True,False
7672,B,59,False,False
7673,A,25,True,False
7674,B,3,True,False
7675,A,3,False,False
7676,B,169,True,True
7677,B,18,False,False
7678,A,0,False,False
7679,B,15,False,False
7680,B,155,False,False
7681,A,6,False,False
7682,B,6,False,False
7683,A,9,False,False
7684,A,4,False,False
7685,A,19,False,False
7686,A,14,True,False
7687,A,1,False,False
7688,A,58,True,False
7689,B,36,True,False
7690,B,4,False,False
7691,B,31,True,False
7692,A,9,False,False
7693,A,43,True,False
7694,A,50,True,False
7695,A,130,False,True
7696,A,86,True,True
7697,A,18,False,False
7698,A,19,True,False
7699,B,20,True,False
7700,A,1,False,False
7701,A,10,True,False
7702,B,4,False,False
7703,B,67,True,True
7704,B,24,True,True
7705,B,1,False,False
7706,A,23,False,False
7707,B,34,True,False
7708,A,327,True,True
7709,A,53,True,False
7710,A,2,False,False
7711,B,1,False,False
7712,B,60,True,True
7713,B,103,False,False
7714,B,19,True,False
7715,A,1,False,False
7716,A,9,False,False
7717,B,2,False,False
7718,B,10,True,False
7719,A,9,True,False
7720,A,204,False,True
7721,B,10,True,True
7722,B,33,False,False
7723,B,66,True,False
7724,A,60,True,False
7725,B,5,False,False
7726,A,2,False,False
7727,B,2,False,False
7728,A,2,False,False
7729,A,157,True,True
7730,B,22,False,False
7731,A,19,True,False
7732,A,10,True,False
7733,B,6,False,False
7734,A,15,True,False
7735,B,2,False,False
7736,B,14,False,False
7737,B,7,False,False
7738,A,15,False,False
7739,B,21,False,False
7740,A,53,False,False
7741,B,10,False,False
7742,B,4,False,False
7743,B,90,True,False
7744,A,85,True,False
7745,A,235,True,True
7746,B,33,False,False
7747,A,21,False,False
7748,B,2,False,False
7749,A,112,True,True
7750,B,3,False,False
7751,A,4,True,False
7752,B,8,False,False
7753,B,2,False,False
7754,B,11,True,False
7755,A,421,True,True
7756,A,7,False,False
7757,A,54,True,True
7758,A,11,False,False
7759,B,4,False,False
7760,A,4,False,False
7761,A,4,True,False
7762,B,27,False,True
7763,A,5,False,False
7764,B,22,True,False
7765,B,20,True,False
7766,B,17,True,False
7767,A,2,False,False
7768,A,21,False,False
7769,A,0,False,False
7770,A,4,False,False
7771,A,15,True,False
7772,B,205,True,True
7773,B,36,True,False
7774,B,1,False,False
7775,A,17,False,False
7776,A,271,False,True
7777,A,2,False,False
7778,A,40,False,False
7779,A,414,True,True
7780,B,8,True,False
7781,B,7,False,False
7782,A,51,True,False
7783,A,17,True,False
7784,A,2,False,False
7785,A,3,False,False
7786,A,4,False,False
7787,B,21,True,False
7788,A,1,False,False
7789,B,39,True,False
7790,A,5,False,False
7791,A,0,False,False
7792,B,29,True,False
7793,B,377,True,True
7794,A,42,True,False
7795,B,151,True,True
7796,B,10,False,False
7797,B,55,True,False
7798,B,5,False,False
7799,A,6,False,False
7800,A,0,False,False
7801,B,60,True,False
7802,B,36,True,False
7803,B,204,True,True
7804,B,9,False,False
7805,B,5,False,False
7806,A,8,False,False
7807,B,8,False,False
7808,B,146,True,False
7809,B,1,False,False
7810,A,12,False,False
7811,B,12,True,False
7812,B,1,False,False
7813,B,298,True,False
7814,B,17,False,False
7815,B,319,True,True
7816,B,2,False,False
7817,B,10,False,False
7818,B,16,False,False
7819,A,8,False,False
7820,B,32,True,False
7821,A,35,True,False
7822,B,59,True,False
7823,B,1,False,False
7824,A,11,False,False
7825,A,31,True,False
7826,A,15,True,False
7827,A,28,False,False
7828,A,66,True,False
7829,B,6,False,False
7830,B,26,True,False
7831,B,8,False,False
7832,A,26,True,False
7833,A,8,False,False
7834,A,1,False,False
7835,A,5,False,False
7836,B,45,False,True
7837,A,119,True,True
7838,A,9,False,False
7839,A,0,False,False
7840,A,1,False,False
7841,A,3,False,False
7842,A,56,True,False
7843,A,4,False,False
7844,A,8,False,False
7845,B,97,True,True
7846,A,12,False,False
7847,B,19,False,False
7848,B,8,False,False
7849,B,15,False,False
7850,B,2,False,False
7851,B,0,False,False
7852,B,16,True,False
7853,B,6,False,False
7854,B,225,True,False
7855,B,50,True,False
7856,B,3,False,False
7857,A,426,True,False
7858,B,19,False,False
7859,A,7,True,False
7860,B,6,False,False
7861,B,3,False,False
7862,A,27,True,False
7863,A,24,False,False
7864,B,76,True,False
7865,B,14,False,False
7866,B,10,True,False
7867,A,5,True,False
7868,B,20,True,False
7869,A,10,False,False
7870,B,3,False,False
7871,A,57,False,False
7872,A,78,True,False
7873,A,105,False,False
7874,B,2,False,False
7875,B,10,False,False
7876,A,25,True,True
7877,B,48,True,False
7878,B,30,True,False
7879,B,1,False,False
7880,A,1,False,False
7881,A,80,False,False
7882,A,52,False,True
7883,A,81,True,False
7884,A,308,True,True
7885,B,8,False,False
7886,A,35,False,False
7887,B,28,True,False
7888,A,7,False,False
7889,A,26,True,False
7890,A,187,True,True
7891,A,185,True,False
7892,A,8,False,False
7893,B,6,False,False
7894,A,1,False,False
7895,B,11,False,False
7896,B,0,False,False
7897,B,26,True,False
7898,B,147,True,True
7899,A,0,False,False
7900,B,1,False,False
7901,B,6,True,False
7902,A,35,True,False
7903,A,13,False,False
7904,A,5,False,False
7905,B,44,False,False
7906,A,11,False,True
7907,B,16,False,False
7908,B,21,False,False
7909,B,13,False,False
7910,B,1,False,False
7911,B,23,False,False
7912,A,2961,True,True
7913,A,3,False,False
7914,B,181,True,True
7915,B,11,True,False
7916,A,5,False,False
7917,A,1,False,False
7918,B,5,False,False
7919,A,305,True,True
7920,A,18,True,True
7921,B,1,False,False
7922,A,28,True,True
7923,B,8,False,False
7924,B,1,False,False
7925,B,33,True,False
7926,A,30,True,False
7927,A,7,False,False
7928,B,10,True,False
7929,A,10,False,False
7930,B,4,False,False
7931,B,51,True,False
7932,B,21,True,False
7933,B,494,True,True
7934,A,39,True,False
7935,A,3,False,False
7936,B,22,True,False
7937,B,0,False,False
7938,B,41,True,False
7939,B,54,True,True
7940,A,37,True,False
7941,B,10,False,False
7942,A,8,False,False
7943,A,8,True,False
7944,A,13,False,True
7945,B,6,False,False
7946,A,8,True,False
7947,B,67,True,False
7948,B,4,False,False
7949,B,10,True,False
7950,B,1,False,False
7951,A,1,False,False
7952,A,8,False,False
7953,B,1,False,False
7954,A,8,False,False
7955,A,24,True,False
7956,B,42,False,False
7957,B,1,False,False
7958,B,57,True,True
7959,A,11,False,False
7960,B,31,True,False
7961,A,153,False,True
7962,B,11,False,False
7963,A,46,True,False
7964,B,1,False,False
7965,B,27,False,False
7966,B,32,False,False
7967,B,0,False,False
7968,A,0,False,False
7969,A,7,False,False
7970,B,29,False,True
7971,A,47,True,True
7972,B,10,True,False
7973,A,24,True,False
7974,A,38,False,True
7975,A,23,True,False
7976,B,62,True,False
7977,B,10,False,False
7978,A,4,False,False
7979,A,14,False,False
7980,B,2,False,False
7981,B,0,False,False
7982,A,14,False,False
7983,A,1,False,False
7984,A,13,False,False
7985,A,1,False,False
7986,B,153,False,True
7987,B,5,False,False
7988,A,8,False,False
7989,B,23,True,False
7990,A,221,True,True
7991,B,6,False,True
7992,A,3,False,True
7993,A,37,True,False
7994,B,7,True,False
7995,B,34,True,True
7996,B,12,True,False
7997,A,6,False,False
7998,B,58,False,True
7999,A,4,False,False
8000,A,36,True,False
8001,B,12,False,False
8002,A,20,False,False
8003,A,35,True,False
8004,B,3,False,False
8005,A,1,False,False
8006,B,16,False,True
8007,B,14,False,True
8008,A,5,False,False
8009,A,5,False,False
8010,A,125,True,False
8011,B,5,False,False
8012,A,3,False,False
8013,B,8,False,False
8014,B,2,False,False
8015,B,11,False,False
8016,B,18,True,False
8017,A,11,False,False
8018,A,2,False,False
8019,A,13,False,False
8020,A,13,True,False
8021,A,28,True,False
8022,B,3,False,False
8023,B,16,False,False
8024,A,6,False,False
8025,A,17,True,False
8026,B,208,True,True
8027,A,25,False,False
8028,B,5,False,False
8029,B,44,True,True
8030,A,61,True,False
8031,B,2,False,False
8032,B,229,True,True
8033,B,65,False,False
8034,A,14,False,True
8035,A,13,False,False
8036,B,108,True,True
8037,B,1,False,False
8038,B,57,True,True
8039,A,10,True,False
8040,A,2,False,False
8041,A,34,True,False
8042,B,33,True,False
8043,A,6,False,False
8044,B,1,False,False
8045,B,6,True,False
8046,B,13,False,False
8047,B,2,False,False
8048,A,2,False,False
8049,B,16,True,True
8050,A,4,False,False
8051,A,1,False,False
8052,A,26,True,False
8053,B,63,True,False
8054,B,2,False,False
8055,A,52,True,True
8056,B,115,True,False
8057,B,5,False,False
8058,A,2,False,False
8059,A,148,True,False
8060,A,49,False,False
8061,A,148,True,True
8062,B,107,True,True
8063,A,10,True,False
8064,B,1,False,False
8065,A,51,True,False
8066,A,18,False,False
8067,A,10,False,False
8068,B,2,False,False
8069,A,276,True,True
8070,A,86,True,True
8071,A,4,False,False
8072,A,3,False,False
8073,A,2,False,False
8074,A,214,True,False
8075,B,12,False,False
8076,B,1,False,False
8077,B,23,True,True
8078,B,133,True,True
8079,B,37,True,False
8080,A,21,True,False
8081,B,113,True,True
8082,B,198,True,True
8083,B,130,True,True
8084,A,4,False,False
8085,A,10,False,False
8086,B,34,True,False
8087,A,0,False,False
8088,A,4,True,False
8089,A,14,True,True
8090,B,17,True,False
8091,A,192,True,True
8092,A,53,True,True
8093,B,26,False,False
8094,A,1,False,False
8095,A,38,True,False
8096,A,15,False,False
8097,B,0,False,False
8098,B,43,False,False
8099,A,14,True,False
8100,B,9,False,False
8101,B,345,True,True
8102,A,4,False,False
8103,B,7,False,False
8104,A,17,True,False
8105,B,23,False,False
8106,A,40,False,True
8107,B,2,False,False
8108,B,7,False,False
8109,B,66,False,True
8110,A,10,False,False
8111,A,8,True,False
8112,B,16,True,False
8113,B,21,True,False
8114,A,9,False,False
8115,A,66,True,False
8116,B,206,True,True
8117,A,168,True,True
8118,A,1,False,False
8119,B,2,False,False
8120,B,66,True,True
8121,A,12,False,False
8122,B,99,True,False
8123,B,18,False,False
8124,B,22,False,False
8125,B,232,True,True
8126,A,18,False,False
8127,B,3,False,False
8128,B,47,True,False
8129,A,23,True,False
8130,B,13,False,False
8131,B,91,True,False
8132,A,59,True,False
8133,A,0,False,False
8134,A,126,True,True
8135,A,69,True,False
8136,A,35,True,False
8137,A,63,True,False
8138,A,431,True,True
8139,B,4,False,False
8140,A,3,False,False
8141,A,16,False,False
8142,B,437,True,True
8143,B,24,True,True
8144,A,125,True,True
8145,B,5,False,False
8146,B,10,False,False
8147,A,4,False,False
8148,A,0,False,False
8149,A,2,False,False
8150,B,2,False,False
8151,B,1,False,False
8152,B,14,False,False
8153,B,7,False,False
8154,A,14,True,False
8155,A,0,False,False
8156,A,81,True,False
8157,A,21,False,False
8158,B,7,False,False
8159,B,15,False,False
8160,A,13,False,False
8161,A,44,True,False
8162,A,8,False,False
8163,B,6,False,False
8164,A,60,True,False
8165,B,119,True,True
8166,B,66,True,False
8167,A,41,True,False
8168,B,45,True,False
8169,B,30,False,False
8170,B,37,True,False
8171,B,43,True,False
8172,B,25,False,False
8173,B,72,True,True
8174,B,7,False,False
8175,B,0,False,False
8176,B,12,False,False
8177,A,4,False,False
8178,B,39,True,False
8179,A,33,True,False
8180,A,6,True,False
8181,B,2,False,False
8182,B,1,False,False
8183,A,12,False,False
8184,A,17,True,False
8185,B,101,True,False
8186,A,51,True,False
8187,B,16,False,False
8188,B,21,False,False
8189,A,0,False,False
8190,A,53,False,False
8191,A,50,True,False
8192,A,2,False,False
8193,A,9,False,False
8194,A,3,False,False
8195,B,80,True,False
8196,A,0,False,False
8197,B,97,True,False
8198,B,1,False,False
8199,B,26,False,True
8200,B,102,True,False
8201,B,0,False,False
8202,B,69,False,True
8203,A,19,True,False
8204,B,2,False,False
8205,A,20,False,False
8206,B,208,True,True
8207,B,60,False,True
8208,A,1,True,False
8209,A,15,False,False
8210,A,547,True,True
8211,A,9,False,False
8212,A,0,False,False
8213,A,2,False,False
8214,A,11,False,False
8215,A,5,False,False
8216,B,10,False,False
8217,B,40,False,False
8218,A,24,True,False
8219,B,170,True,True
8220,B,35,True,False
8221,A,218,True,False
8222,A,0,False,False
8223,B,104,True,False
8224,B,0,False,False
8225,B,0,False,False
8226,A,10,False,False
8227,A,16,True,False
8228,A,59,True,False
8229,A,15,True,False
8230,B,5,False,False
8231,B,15,False,False
8232,B,33,True,False
8233,A,7,False,False
8234,A,94,True,True
8235,B,47,True,False
8236,A,304,True,False
8237,B,2,False,False
8238,A,22,False,False
8239,B,5,False,False
8240,B,69,True,True
8241,A,0,False,False
8242,A,4,False,False
8243,A,81,False,True
8244,A,6,False,False
8245,A,19,True,False
8246,B,19,True,False
8247,B,232,True,True
8248,A,10,False,False
8249,A,1,False,False
8250,A,105,True,False
8251,B,1,False,False
8252,A,5,False,False
8253,B,36,False,False
8254,A,17,False,False
8255,B,146,True,True
8256,B,13,True,False
8257,A,12,False,False
8258,B,72,True,True
8259,A,96,True,False
8260,B,18,True,False
8261,A,48,True,False
8262,B,6,False,False
8263,B,58,True,False
8264,B,22,True,True
8265,B,29,True,False
8266,B,74,True,False
8267,A,19,True,False
8268,A,140,True,True
8269,B,0,False,False
8270,B,46,True,False
8271,A,17,False,False
8272,A,68,True,True
8273,A,0,False,False
8274,A,4,False,False
8275,B,4,False,False
8276,A,76,False,False
8277,A,199,True,True
8278,B,25,False,False
8279,B,2,True,False
8280,B,6,True,False
8281,A,5,True,True
8282,B,1,False,False
8283,B,4,False,False
8284,B,4,False,False
8285,B,125,True,False
8286,B,348,True,False
8287,B,169,True,True
8288,B,1,False,False
8289,A,1,False,False
8290,B,1,False,False
8291,B,7,False,False
8292,B,2,False,False
8293,B,22,True,False
8294,B,480,True,True
8295,B,174,False,True
8296,A,12,False,False
8297,B,4,False,False
8298,B,54,True,False
8299,B,17,False,False
8300,B,7,True,False
8301,B,2,False,False
8302,B,6,False,False
8303,B,8,False,False
8304,B,30,True,False
8305,B,5,False,False
8306,B,5,True,False
8307,B,5,False,False
8308,B,4,False,False
8309,B,8,True,False
8310,B,286,True,True
8311,B,23,True,False
8312,B,1,False,False
8313,B,84,True,True
8314,A,0,False,False
8315,B,33,False,False
8316,A,0,False,False
8317,B,13,True,False
8318,B,102,True,True
8319,A,82,True,False
8320,B,7,False,True
8321,A,168,True,False
8322,B,87,True,False
8323,A,2,False,False
8324,A,146,True,True
8325,B,14,True,True
8326,A,10,True,False
8327,A,223,True,True
8328,B,14,False,False
8329,B,5,False,False
8330,A,3,False,True
8331,B,38,True,False
8332,A,3,False,False
8333,A,7,False,False
8334,A,10,False,False
8335,A,53,True,False
8336,B,32,True,False
8337,A,155,True,False
8338,B,1,False,False
8339,A,268,True,True
8340,A,28,True,False
8341,A,22,True,False
8342,A,14,False,False
8343,A,7,False,False
8344,A,208,True,True
8345,B,9,False,False
8346,A,32,False,False
8347,A,532,True,True
8348,A,80,True,False
8349,B,9,False,False
8350,A,109,True,False
8351,A,23,True,False
8352,A,14,False,False
8353,A,494,True,True
8354,B,15,True,False
8355,B,3,False,False
8356,A,25,False,True
8357,A,0,False,False
8358,B,8,True,False
8359,A,31,False,False
8360,B,105,True,False
8361,B,163,True,False
8362,A,4,False,False
8363,B,12,False,False
8364,A,66,True,False
8365,A,2,False,False
8366,A,33,True,False
8367,B,0,False,False
8368,A,1,False,False
8369,A,2,False,False
8370,B,6,True,False
8371,B,2,False,False
8372,A,63,True,False
8373,A,3,False,False
8374,A,3,False,False
8375,A,13,False,False
8376,A,8,False,False
8377,B,74,True,False
8378,A,93,True,True
8379,B,14,False,False
8380,B,23,True,False
8381,A,12,True,False
8382,A,57,True,True
8383,B,2,False,False
8384,B,8,False,False
8385,B,14,True,False
8386,B,109,True,True
8387,B,191,True,True
8388,B,96,True,False
8389,A,32,True,False
8390,A,20,False,False
8391,A,6,False,False
8392,A,4,False,False
8393,A,13,True,False
8394,A,36,False,False
8395,A,23,True,False
8396,B,15,True,False
8397,A,5,True,False
8398,B,1,False,False
8399,B,37,True,False
8400,A,3,True,False
8401,B,266,True,True
8402,B,20,False,False
8403,B,6,False,False
8404,B,41,True,False
8405,B,1,False,False
8406,B,16,False,False
8407,B,4,False,False
8408,A,69,True,False
8409,B,33,True,False
8410,B,43,True,False
8411,A,87,True,True
8412,A,16,False,False
8413,A,1,False,False
8414,A,381,True,True
8415,B,97,True,True
8416,A,14,True,False
8417,B,27,True,False
8418,B,6,False,False
8419,B,3,False,False
8420,A,1,False,False
8421,A,172,True,True
8422,A,159,True,True
8423,B,9,False,False
8424,A,11,False,False
8425,B,43,False,True
8426,A,3,False,False
8427,B,25,False,False
8428,A,8,False,False
8429,A,13,False,False
8430,A,46,True,False
8431,B,56,True,False
8432,B,21,False,False
8433,A,1,False,False
8434,B,1,False,False
8435,B,14,True,False
8436,B,99,False,False
8437,B,82,True,False
8438,A,180,True,True
8439,B,143,True,True
8440,A,58,True,True
8441,B,11,False,False
8442,A,7,False,False
8443,B,120,False,True
8444,B,19,False,False
8445,B,267,True,False
8446,B,33,False,False
8447,B,8,False,False
8448,A,0,False,False
8449,A,26,True,True
8450,B,76,True,False
8451,A,12,False,False
8452,B,1,False,False
8453,A,4,False,True
8454,B,323,False,True
8455,B,23,False,False
8456,B,114,False,False
8457,A,20,False,True
8458,A,34,True,False
8459,B,20,False,False
8460,B,18,False,False
8461,B,18,False,False
8462,A,3,False,False
8463,B,0,False,False
8464,B,2,False,False
8465,B,22,True,False
8466,B,66,True,True
8467,A,292,True,True
8468,B,23,True,False
8469,A,25,True,False
8470,B,28,True,False
8471,A,2,False,False
8472,B,66,True,False
8473,B,1,False,False
8474,B,23,False,False
8475,A,90,True,False
8476,A,89,True,False
8477,A,34,True,False
8478,A,50,True,False
8479,A,29,True,False
8480,A,4,False,False
8481,A,78,True,False
8482,A,122,True,True
8483,B,1,False,False
8484,A,35,False,False
8485,A,153,True,True
8486,A,79,False,True
8487,B,3,False,False
8488,B,21,True,False
8489,B,22,False,False
8490,A,0,False,False
8491,A,54,True,False
8492,A,6,False,False
8493,B,178,True,True
8494,B,0,False,False
8495,A,3,False,False
8496,A,348,True,True
8497,B,40,True,False
8498,B,14,True,False
8499,A,183,True,False
8500,A,2,False,False
8501,B,90,True,False
8502,B,33,True,False
8503,B,0,False,False
8504,B,3,False,False
8505,A,11,True,False
8506,B,124,True,False
8507,B,1,False,False
8508,B,11,False,False
8509,A,1,False,False
8510,A,10,False,False
8511,A,2,False,False
8512,A,16,False,False
8513,B,1,False,False
8514,B,1,False,False
8515,B,1,False,False
8516,B,6,False,False
8517,B,31,False,False
8518,B,134,True,True
8519,B,26,True,False
8520,A,3,False,False
8521,B,4,False,False
8522,B,59,True,False
8523,B,10,False,False
8524,B,25,True,False
8525,A,17,False,False
8526,B,20,True,False
8527,B,8,False,False
8528,A,11,False,False
8529,A,14,False,False
8530,A,160,False,True
8531,A,3,False,False
8532,A,7,False,False
8533,A,143,True,True
8534,B,1,False,False
8535,A,2,False,False
8536,A,2,False,False
8537,B,63,True,True
8538,A,46,False,False
8539,B,254,True,True
8540,B,55,True,True
8541,A,50,True,False
