,level_0,index,group,sum_gamerounds,retention_1,retention_7
8893,9294,9294,A,10,True,False
8894,9295,9295,A,16,True,False
8895,9296,9296,B,183,True,True
8896,9297,9297,A,21,True,False
8897,9298,9298,A,1,False,False
8898,9299,9299,B,30,False,False
8899,9300,9300,B,4,False,False
8900,9301,9301,A,48,True,True
8901,9302,9302,B,4,False,False
8902,9303,9303,A,101,False,True
8903,9304,9304,A,13,False,True
8904,9305,9305,A,5,False,False
8905,9306,9306,B,5,False,False
8906,9307,9307,B,6,False,False
8907,9308,9308,A,5,False,False
8908,9309,9309,B,110,True,False
8909,9310,9310,B,1,False,False
8910,9311,9311,B,5,False,False
8911,9312,9312,A,6,False,False
8912,9313,9313,B,1,False,False
8913,9314,9314,B,32,True,False
8914,9315,9315,B,158,True,False
8915,9316,9316,A,81,True,True
8916,9317,9317,A,35,False,True
8917,9318,9318,B,91,True,False
8918,9319,9319,A,12,False,False
8919,9320,9320,A,6,True,False
8920,9321,9321,A,5,False,False
8921,9322,9322,B,75,True,True
8922,9323,9323,B,29,True,False
8923,9324,9324,A,34,True,False
8924,9325,9325,A,28,False,False
8925,9326,9326,B,16,False,False
8926,9327,9327,B,17,False,False
8927,9328,9328,A,5,True,False
8928,9329,9329,B,60,True,False
8929,9330,9330,A,2,False,False
8930,9331,9331,A,7,False,False
8931,9332,9332,A,7,False,False
8932,9333,9333,A,9,False,False
8933,9334,9334,B,10,False,False
8934,9335,9335,B,34,True,False
8935,9336,9336,A,42,True,False
8936,9337,9337,A,4,True,False
8937,9338,9338,A,5,False,False
8938,9339,9339,B,3,False,False
8939,9340,9340,B,26,True,False
8940,9341,9341,A,14,False,False
8941,9342,9342,A,6,False,False
8942,9343,9343,B,1,False,False
8943,9344,9344,B,7,False,False
8944,9345,9345,B,21,False,False
8945,9346,9346,A,430,True,True
8946,9347,9347,A,183,True,False
8947,9348,9348,B,24,False,False
8948,9349,9349,A,6,False,False
8949,9350,9350,B,378,True,False
8950,9351,9351,A,123,True,True
8951,9352,9352,B,6,True,False
8952,9353,9353,A,3,False,False
8953,9354,9354,B,41,True,False
8954,9355,9355,B,9,False,False
8955,9356,9356,B,2,False,False
8956,9357,9357,B,24,True,False
8957,9358,9358,B,77,True,False
8958,9359,9359,A,37,True,False
8959,9360,9360,B,34,True,False
8960,9361,9361,B,5,True,False
8961,9362,9362,B,13,False,False
8962,9363,9363,B,51,True,False
8963,9364,9364,A,4,False,False
8964,9365,9365,A,9,False,False
8965,9366,9366,A,204,True,True
8966,9367,9367,B,1,False,False
8967,9368,9368,B,47,True,False
8968,9369,9369,B,6,False,False
8969,9370,9370,A,2,False,False
8970,9371,9371,A,33,False,False
8971,9372,9372,A,10,False,False
8972,9373,9373,A,16,False,False
8973,9374,9374,A,71,False,False
8974,9375,9375,A,28,False,False
8975,9376,9376,A,1,False,False
8976,9377,9377,B,34,True,False
8977,9378,9378,A,104,True,False
8978,9379,9379,B,1,False,False
8979,9380,9380,A,16,True,False
8980,9381,9381,B,265,True,True
8981,9382,9382,A,56,True,False
8982,9383,9383,A,52,True,False
8983,9384,9384,A,26,True,False
8984,9385,9385,B,27,False,False
8985,9386,9386,A,32,True,False
8986,9387,9387,B,29,False,False
8987,9388,9388,A,39,False,False
8988,9389,9389,B,2,False,False
8989,9390,9390,B,27,False,False
8990,9391,9391,B,42,False,False
8991,9392,9392,B,139,True,True
8992,9393,9393,B,419,True,False
8993,9395,9395,A,120,True,False
8994,9396,9396,A,3,False,False
8995,9397,9397,B,1,False,False
8996,9398,9398,B,6,False,False
8997,9399,9399,B,114,False,False
8998,9400,9400,B,11,False,False
8999,9401,9401,B,14,False,False
9000,9402,9402,B,8,False,False
9001,9403,9403,B,30,True,True
9002,9404,9404,B,92,True,False
9003,9405,9405,B,5,True,False
9004,9406,9406,B,7,False,False
9005,9407,9407,B,27,True,True
9006,9408,9408,A,6,False,False
9007,9409,9409,B,4,False,False
9008,9410,9410,B,2,False,False
9009,9411,9411,B,9,False,False
9010,9412,9412,B,6,False,False
9011,9413,9413,A,10,True,False
9012,9415,9415,A,76,True,True
9013,9416,9416,B,16,False,False
9014,9417,9417,B,15,False,False
9015,9418,9418,A,28,False,False
9016,9419,9419,B,15,False,False
9017,9420,9420,B,151,True,True
9018,9421,9421,A,3,False,False
9019,9422,9422,B,242,True,True
9020,9423,9423,A,4,False,False
9021,9424,9424,A,2,False,False
9022,9425,9425,B,3,False,False
9023,9426,9426,B,1,False,False
9024,9427,9427,B,19,True,False
9025,9429,9429,B,1,False,False
9026,9430,9430,A,9,False,False
9027,9431,9431,A,6,False,False
9028,9432,9432,B,96,False,False
9029,9434,9434,A,41,True,False
9030,9435,9435,B,71,True,False
9031,9436,9436,B,97,True,True
9032,9438,9438,B,20,True,False
9033,9439,9439,A,10,False,False
9034,9440,9440,A,3,False,False
9035,9441,9441,A,24,True,False
9036,9442,9442,A,18,True,False
9037,9443,9443,B,1,False,False
9038,9444,9444,A,2,True,False
9039,9445,9445,B,47,True,False
9040,9446,9446,B,56,False,False
9041,9447,9447,A,7,True,False
9042,9448,9448,B,6,False,False
9043,9449,9449,A,4,False,False
9044,9451,9451,A,7,False,False
9045,9452,9452,A,39,False,False
9046,9453,9453,B,94,True,False
9047,9454,9454,A,49,True,False
9048,9455,9455,B,55,True,True
9049,9456,9456,A,1,False,False
9050,9457,9457,A,88,True,False
9051,9458,9458,A,1,False,False
9052,9459,9459,B,152,True,True
9053,9460,9460,A,4,False,False
9054,9461,9461,B,22,False,False
9055,9462,9462,B,351,True,True
9056,9463,9463,A,27,True,False
9057,9464,9464,B,1,False,False
9058,9465,9465,A,43,True,False
9059,9466,9466,A,4,False,False
9060,9467,9467,B,65,False,False
9061,9468,9468,A,6,False,False
9062,9469,9469,B,1,False,False
9063,9470,9470,A,75,True,False
9064,9471,9471,B,23,False,False
9065,9472,9472,B,23,True,False
9066,9473,9473,B,16,False,False
9067,9474,9474,A,37,False,True
9068,9475,9475,A,1,False,False
9069,9476,9476,B,15,True,False
9070,9477,9477,B,13,True,False
9071,9478,9478,B,2,True,False
9072,9479,9479,B,14,False,False
9073,9480,9480,B,101,False,True
9074,9481,9481,B,3,True,False
9075,9482,9482,B,4,True,False
9076,9483,9483,A,4,False,False
9077,9484,9484,A,38,True,False
9078,9485,9485,A,13,False,False
9079,9486,9486,B,5,False,False
9080,9487,9487,B,48,False,False
9081,9488,9488,A,9,False,False
9082,9489,9489,B,1,False,False
9083,9490,9490,B,309,False,True
9084,9491,9491,B,1,False,False
9085,9492,9492,B,162,True,True
9086,9493,9493,B,41,True,False
9087,9494,9494,B,59,True,False
9088,9495,9495,A,73,True,True
9089,9496,9496,A,39,True,False
9090,9497,9497,A,116,True,True
9091,9498,9498,A,77,True,True
9092,9499,9499,B,84,True,False
9093,9500,9500,A,32,True,False
9094,9501,9501,B,11,True,False
9095,9502,9502,A,20,True,False
9096,9503,9503,B,11,False,False
9097,9504,9504,B,33,True,False
9098,9505,9505,A,2,False,False
9099,9506,9506,A,2,False,False
9100,9507,9507,A,44,True,False
9101,9508,9508,B,1,False,False
9102,9510,9510,B,14,False,False
9103,9511,9511,B,15,False,False
9104,9512,9512,B,350,True,True
9105,9513,9513,B,28,True,False
9106,9514,9514,B,3,False,False
9107,9515,9515,B,1,False,False
9108,9516,9516,A,24,True,False
9109,9517,9517,B,241,True,True
9110,9518,9518,B,27,True,False
9111,9519,9519,B,2,True,False
9112,9520,9520,B,41,False,True
9113,9521,9521,B,6,False,False
9114,9522,9522,B,37,True,False
9115,9523,9523,A,17,False,False
9116,9524,9524,B,25,True,False
9117,9525,9525,A,16,False,False
9118,9526,9526,A,1,False,False
9119,9527,9527,B,4,False,False
9120,9528,9528,A,5,True,False
9121,9529,9529,B,63,True,True
9122,9530,9530,B,271,True,False
9123,9531,9531,B,4,True,False
9124,9532,9532,A,69,True,False
9125,9533,9533,A,3,False,False
9126,9534,9534,B,7,False,False
9127,9535,9535,A,34,True,False
9128,9536,9536,B,29,False,False
9129,9537,9537,B,4,False,False
9130,9538,9538,A,3,False,False
9131,9539,9539,B,25,False,True
9132,9540,9540,B,228,True,True
9133,9541,9541,B,142,True,False
9134,9542,9542,A,72,True,True
9135,9543,9543,B,3,False,False
9136,9544,9544,A,423,True,True
9137,9545,9545,B,50,True,False
9138,9546,9546,B,100,True,True
9139,9547,9547,A,60,False,True
9140,9548,9548,A,15,False,False
9141,9550,9550,A,37,False,False
9142,9551,9551,B,20,True,False
9143,9552,9552,A,22,True,False
9144,9553,9553,B,119,True,False
9145,9554,9554,A,1,False,False
9146,9555,9555,A,43,True,False
9147,9556,9556,A,27,False,False
9148,9557,9557,A,56,True,False
9149,9558,9558,B,2,False,False
9150,9559,9559,B,3,True,False
9151,9560,9560,A,8,False,False
9152,9562,9562,B,1,False,False
9153,9563,9563,B,2,False,False
9154,9564,9564,A,42,True,False
9155,9566,9566,A,8,False,False
9156,9567,9567,B,9,False,False
9157,9568,9568,A,95,True,False
9158,9569,9569,B,7,False,False
9159,9570,9570,B,620,True,True
9160,9571,9571,B,193,True,True
9161,9572,9572,A,5,False,False
9162,9573,9573,B,87,True,False
9163,9574,9574,B,59,False,False
9164,9575,9575,B,3,False,False
9165,9576,9576,A,7,False,False
9166,9577,9577,A,6,False,False
9167,9580,9580,B,6,False,False
9168,9581,9581,B,2,False,False
9169,9582,9582,A,12,False,False
9170,9583,9583,B,289,True,True
9171,9584,9584,B,102,False,True
9172,9585,9585,B,5,False,False
9173,9586,9586,A,5,False,False
9174,9587,9587,A,6,True,False
9175,9588,9588,A,28,True,True
9176,9589,9589,B,9,False,False
9177,9590,9590,A,16,True,False
9178,9591,9591,A,3,False,False
9179,9592,9592,A,119,True,False
9180,9593,9593,B,6,False,False
9181,9594,9594,A,3,False,False
9182,9595,9595,B,1,False,False
9183,9596,9596,B,4,True,False
9184,9597,9597,B,12,False,False
9185,9598,9598,B,6,False,False
9186,9599,9599,B,53,True,False
9187,9602,9602,A,1,False,False
9188,9603,9603,B,42,False,False
9189,9604,9604,B,149,False,True
9190,9606,9606,B,106,True,False
9191,9607,9607,B,15,True,False
9192,9608,9608,A,38,False,False
9193,9609,9609,B,18,False,False
9194,9610,9610,B,18,False,False
9195,9611,9611,A,46,True,False
9196,9612,9612,B,3,True,False
9197,9613,9613,B,18,True,False
9198,9614,9614,B,5,False,False
9199,9615,9615,A,4,False,False
9200,9617,9617,A,1,False,False
9201,9618,9618,A,1,False,False
9202,9619,9619,A,29,True,False
9203,9620,9620,A,64,True,False
9204,9621,9621,B,17,False,False
9205,9622,9622,B,9,False,False
9206,9623,9623,B,15,False,False
9207,9624,9624,B,212,True,True
9208,9625,9625,B,28,False,False
9209,9626,9626,B,2,False,False
9210,9627,9627,A,5,False,False
9211,9628,9628,A,8,False,False
9212,9629,9629,A,149,True,False
9213,9630,9630,A,65,False,False
9214,9631,9631,A,87,True,False
9215,9632,9632,B,61,False,False
9216,9633,9633,A,83,True,True
9217,9635,9635,B,11,False,False
9218,9636,9636,A,13,True,False
9219,9637,9637,B,71,True,True
9220,9638,9638,A,1,False,False
9221,9639,9639,A,140,True,False
9222,9640,9640,B,178,True,True
9223,9641,9641,B,5,True,False
9224,9642,9642,A,16,False,False
9225,9643,9643,B,52,True,False
9226,9644,9644,A,124,True,False
9227,9645,9645,A,19,True,False
9228,9646,9646,A,168,True,True
9229,9647,9647,B,54,True,False
9230,9648,9648,A,74,True,True
9231,9649,9649,B,20,True,False
9232,9650,9650,B,2,False,False
9233,9651,9651,A,36,False,False
9234,9652,9652,A,30,False,False
9235,9653,9653,A,96,True,True
9236,9654,9654,B,24,False,False
9237,9655,9655,B,59,True,False
9238,9656,9656,A,10,False,False
9239,9657,9657,B,6,False,False
9240,9658,9658,A,25,True,False
9241,9659,9659,B,72,True,True
9242,9660,9660,B,4,True,False
9243,9661,9661,A,5,False,False
9244,9662,9662,A,31,True,False
9245,9663,9663,B,3,False,False
9246,9664,9664,A,473,True,True
9247,9665,9665,A,15,False,False
9248,9666,9666,B,68,True,False
9249,9667,9667,B,15,False,False
9250,9668,9668,B,146,True,False
9251,9669,9669,A,10,True,False
9252,9670,9670,A,6,False,False
9253,9671,9671,A,3,False,False
9254,9672,9672,B,133,True,False
9255,9673,9673,B,1,False,False
9256,9674,9674,B,349,True,True
9257,9675,9675,A,91,True,True
9258,9676,9676,A,9,False,False
9259,9677,9677,B,13,False,False
9260,9678,9678,A,7,False,False
9261,9679,9679,B,44,False,False
9262,9680,9680,A,11,False,False
9263,9681,9681,B,4,False,False
9264,9682,9682,A,11,False,False
9265,9683,9683,B,92,True,False
9266,9685,9685,B,3,False,False
9267,9686,9686,A,3,False,False
9268,9687,9687,A,7,False,False
9269,9688,9688,B,64,False,False
9270,9689,9689,A,143,True,True
9271,9690,9690,B,17,False,False
9272,9691,9691,A,13,False,False
9273,9693,9693,B,4,False,True
9274,9694,9694,B,34,True,False
9275,9695,9695,A,24,False,False
9276,9696,9696,A,10,False,False
9277,9697,9697,B,5,False,False
9278,9698,9698,B,264,True,True
9279,9699,9699,B,35,True,True
9280,9700,9700,B,14,True,False
9281,9701,9701,A,37,True,False
9282,9702,9702,B,5,True,False
9283,9703,9703,B,20,True,False
9284,9704,9704,B,6,False,False
9285,9705,9705,A,35,False,False
9286,9706,9706,A,8,False,False
9287,9707,9707,B,9,False,False
9288,9708,9708,B,17,False,False
9289,9709,9709,A,66,True,False
9290,9710,9710,A,57,False,True
9291,9711,9711,B,18,False,False
9292,9712,9712,A,24,True,False
9293,9713,9713,B,2,False,False
9294,9714,9714,B,11,False,False
9295,9715,9715,B,8,False,False
9296,9716,9716,B,26,False,False
9297,9717,9717,A,43,True,False
9298,9718,9718,A,2,False,False
9299,9719,9719,A,3,False,False
9300,9720,9720,A,12,False,True
9301,9722,9722,B,67,True,False
9302,9723,9723,B,5,False,False
9303,9724,9724,A,3,False,False
9304,9725,9725,A,33,True,False
9305,9726,9726,A,41,True,False
9306,9727,9727,B,12,False,False
9307,9728,9728,A,40,True,True
9308,9729,9729,B,18,True,False
9309,9730,9730,A,1063,True,True
9310,9731,9731,A,63,True,True
9311,9732,9732,B,62,False,True
9312,9733,9733,B,1,False,False
9313,9734,9734,B,12,False,False
9314,9735,9735,B,10,False,False
9315,9736,9736,B,45,True,False
9316,9737,9737,B,17,False,False
9317,9738,9738,A,2,False,False
9318,9739,9739,B,3,False,False
9319,9740,9740,A,30,False,True
9320,9741,9741,B,7,False,False
9321,9742,9742,B,1,True,False
9322,9743,9743,A,16,False,True
9323,9744,9744,A,209,True,True
9324,9745,9745,B,3,False,False
9325,9747,9747,A,16,True,False
9326,9748,9748,B,179,True,True
9327,9749,9749,A,1,False,False
9328,9751,9751,A,57,True,False
9329,9752,9752,B,14,False,False
9330,9753,9753,A,2,False,False
9331,9754,9754,A,1,False,False
9332,9755,9755,A,7,False,False
9333,9756,9756,B,1,False,False
9334,9757,9757,A,55,True,False
9335,9758,9758,A,40,False,False
9336,9759,9759,B,3,False,False
9337,9760,9760,A,1,False,False
9338,9761,9761,B,21,True,False
9339,9762,9762,A,21,False,False
9340,9763,9763,A,19,True,False
9341,9764,9764,A,33,True,False
9342,9765,9765,A,10,False,False
9343,9766,9766,A,16,True,False
9344,9767,9767,A,65,True,False
9345,9768,9768,B,43,True,False
9346,9769,9769,A,2,False,False
9347,9770,9770,B,21,True,False
9348,9771,9771,A,15,True,False
9349,9772,9772,B,41,True,False
9350,9773,9773,A,39,False,False
9351,9774,9774,B,2,False,False
9352,9775,9775,B,107,True,True
9353,9776,9776,B,45,False,False
9354,9777,9777,A,157,False,True
9355,9778,9778,B,7,False,False
9356,9779,9779,B,7,False,False
9357,9780,9780,B,1,False,False
9358,9781,9781,B,59,False,False
9359,9782,9782,A,183,True,True
9360,9783,9783,A,3,False,False
9361,9784,9784,A,1,False,False
9362,9785,9785,B,3,False,False
9363,9786,9786,B,8,True,False
9364,9787,9787,A,94,False,True
9365,9788,9788,A,7,False,False
9366,9789,9789,A,9,False,False
9367,9790,9790,A,133,False,True
9368,9791,9791,B,6,False,False
9369,9792,9792,A,112,True,True
9370,9793,9793,A,2,False,False
9371,9794,9794,A,76,True,False
9372,9795,9795,B,9,False,False
9373,9796,9796,A,26,True,True
9374,9797,9797,B,19,False,False
9375,9798,9798,A,19,False,False
9376,9799,9799,A,23,True,False
9377,9800,9800,A,9,True,False
9378,9801,9801,B,14,False,False
9379,9802,9802,A,116,True,False
9380,9803,9803,A,5,False,False
9381,9804,9804,A,144,True,True
9382,9805,9805,A,4,False,False
9383,9806,9806,A,4,False,False
9384,9807,9807,A,11,True,False
9385,9808,9808,B,5,False,False
9386,9809,9809,B,123,True,True
9387,9810,9810,B,16,True,True
9388,9811,9811,A,19,False,False
9389,9812,9812,A,14,False,False
9390,9813,9813,A,83,True,True
9391,9814,9814,A,61,True,False
9392,9815,9815,B,154,True,True
9393,9816,9816,B,42,False,False
9394,9817,9817,B,2,False,False
9395,9818,9818,A,52,True,False
9396,9819,9819,A,115,True,False
9397,9820,9820,A,74,False,False
9398,9821,9821,B,10,False,False
9399,9822,9822,A,522,True,True
9400,9823,9823,A,13,False,False
9401,9824,9824,B,6,False,False
9402,9825,9825,B,106,True,True
9403,9826,9826,B,26,True,False
9404,9827,9827,A,21,True,False
9405,9828,9828,A,1,True,False
9406,9829,9829,A,5,False,False
9407,9830,9830,B,6,True,False
9408,9831,9831,A,55,True,True
9409,9832,9832,B,5,False,False
9410,9833,9833,A,1,False,False
9411,9834,9834,A,8,True,False
9412,9835,9835,A,2,False,False
9413,9836,9836,A,4,False,False
9414,9837,9837,A,240,True,True
9415,9838,9838,B,64,True,True
9416,9839,9839,A,3,False,False
9417,9840,9840,B,4,False,False
9418,9841,9841,A,54,True,True
9419,9842,9842,A,1,False,False
9420,9843,9843,A,5,False,False
9421,9844,9844,B,17,False,False
9422,9845,9845,A,21,True,False
9423,9846,9846,B,7,False,False
9424,9847,9847,B,12,False,False
9425,9848,9848,A,14,False,False
9426,9850,9850,B,18,False,False
9427,9851,9851,B,330,True,True
9428,9852,9852,A,6,False,False
9429,9853,9853,B,314,True,True
9430,9854,9854,A,13,False,False
9431,9857,9857,A,18,False,False
9432,9858,9858,A,30,True,False
9433,9859,9859,A,40,True,False
9434,9860,9860,B,10,False,False
9435,9861,9861,B,1,False,False
9436,9862,9862,A,293,True,False
9437,9863,9863,B,2,False,False
9438,9864,9864,B,3,False,False
9439,9865,9865,A,2,True,False
9440,9866,9866,A,21,True,False
9441,9867,9867,B,2,False,False
9442,9868,9868,A,39,True,False
9443,9869,9869,B,59,True,True
9444,9870,9870,A,2,False,False
9445,9871,9871,B,56,True,True
9446,9872,9872,B,31,False,False
9447,9873,9873,A,4,False,False
9448,9874,9874,A,341,True,True
9449,9875,9875,B,10,False,False
9450,9876,9876,A,87,True,False
9451,9877,9877,A,1,False,False
9452,9879,9879,A,47,True,False
9453,9880,9880,B,6,False,False
9454,9881,9881,A,413,False,True
9455,9882,9882,B,47,False,False
9456,9883,9883,B,75,True,True
9457,9884,9884,A,19,False,False
9458,9885,9885,B,6,False,False
9459,9886,9886,B,9,False,False
9460,9887,9887,B,6,True,False
9461,9889,9889,A,6,False,False
9462,9890,9890,A,1,False,False
9463,9891,9891,A,3,False,False
9464,9892,9892,B,2,False,False
9465,9893,9893,B,58,True,False
9466,9894,9894,B,4,False,False
9467,9895,9895,A,20,False,False
9468,9896,9896,A,7,False,False
9469,9897,9897,A,17,False,False
9470,9898,9898,A,6,False,False
9471,9899,9899,B,11,True,False
9472,9900,9900,B,44,False,False
9473,9901,9901,B,21,False,False
9474,9902,9902,B,3,False,False
9475,9905,9905,A,35,False,False
9476,9906,9906,A,1,False,False
9477,9907,9907,B,9,True,False
9478,9908,9908,B,80,True,False
9479,9909,9909,B,19,True,False
9480,9911,9911,A,27,False,False
9481,9912,9912,B,76,True,False
9482,9913,9913,B,148,True,True
9483,9914,9914,B,41,True,True
9484,9915,9915,A,23,False,False
9485,9916,9916,B,3,False,False
9486,9917,9917,B,18,False,False
9487,9918,9918,A,24,True,False
9488,9919,9919,B,5,False,False
9489,9920,9920,B,266,True,True
9490,9921,9921,B,26,False,False
9491,9922,9922,B,54,True,True
9492,9923,9923,B,13,True,False
9493,9924,9924,B,162,True,False
9494,9925,9925,A,36,False,True
9495,9926,9926,A,17,False,False
9496,9927,9927,A,36,False,False
9497,9929,9929,A,7,False,False
9498,9930,9930,A,28,True,False
9499,9931,9931,A,110,True,True
9500,9932,9932,A,48,True,False
9501,9933,9933,A,8,False,False
9502,9934,9934,A,2,False,False
9503,9935,9935,A,13,True,False
9504,9936,9936,B,1,False,False
9505,9937,9937,A,16,False,False
9506,9938,9938,A,106,True,True
9507,9939,9939,A,3,False,False
9508,9940,9940,A,1,False,False
9509,9941,9941,B,14,False,False
9510,9942,9942,A,18,False,False
9511,9943,9943,A,34,True,True
9512,9944,9944,B,32,False,False
9513,9945,9945,B,13,False,True
9514,9946,9946,A,3,False,False
9515,9947,9947,A,18,True,False
9516,9948,9948,B,2,False,False
9517,9949,9949,B,2,False,False
9518,9950,9950,B,128,True,False
9519,9951,9951,B,97,False,True
9520,9952,9952,B,4,False,False
9521,9953,9953,B,58,True,False
9522,9954,9954,B,4,False,False
9523,9955,9955,B,19,False,False
9524,9956,9956,B,99,True,True
9525,9957,9957,A,3,False,False
9526,9958,9958,A,389,True,True
9527,9959,9959,B,310,True,False
9528,9960,9960,B,10,True,False
9529,9961,9961,A,31,True,False
9530,9962,9962,B,72,True,False
9531,9963,9963,B,14,False,False
9532,9964,9964,B,215,True,True
9533,9965,9965,A,11,False,False
9534,9966,9966,B,10,True,False
9535,9967,9967,B,59,True,False
9536,9969,9969,B,362,True,True
9537,9970,9970,B,1,False,False
9538,9971,9971,A,15,False,False
9539,9972,9972,A,7,False,False
9540,9973,9973,A,2,False,False
9541,9974,9974,B,4,False,False
9542,9975,9975,B,28,False,False
9543,9976,9976,B,7,False,False
9544,9977,9977,B,8,False,False
9545,9978,9978,B,8,True,False
9546,9979,9979,B,35,False,True
9547,9981,9981,A,187,True,True
9548,9982,9982,B,111,True,False
9549,9983,9983,B,1,False,False
9550,9984,9984,B,31,False,False
9551,9985,9985,A,1,False,False
9552,9986,9986,B,67,True,True
9553,9987,9987,B,10,True,False
9554,9988,9988,B,17,False,False
9555,9989,9989,B,7,False,False
9556,9990,9990,A,2,False,False
9557,9991,9991,A,5,False,False
9558,9992,9992,A,17,True,False
9559,9993,9993,A,39,True,False
9560,9994,9994,B,109,True,False
9561,9995,9995,A,57,True,False
9562,9996,9996,B,54,False,False
9563,9997,9997,A,11,False,False
9564,9998,9998,B,40,True,False
9565,9999,9999,B,3,False,False
9566,10000,10000,A,2,True,False
9567,10001,10001,A,88,True,False
9568,10002,10002,A,76,False,False
9569,10003,10003,B,35,True,False
9570,10004,10004,A,37,False,True
9571,10005,10005,A,21,True,False
9572,10007,10007,A,3,False,False
9573,10008,10008,A,20,False,False
9574,10009,10009,A,18,True,True
9575,10010,10010,B,1,False,False
9576,10011,10011,B,92,True,True
9577,10012,10012,B,397,True,True
9578,10013,10013,A,1,False,False
9579,10014,10014,A,8,False,True
9580,10015,10015,B,4,False,False
9581,10016,10016,B,2,False,False
9582,10017,10017,A,32,True,False
9583,10018,10018,A,7,False,False
9584,10019,10019,B,1,False,False
9585,10020,10020,A,11,False,False
9586,10021,10021,B,17,False,False
9587,10022,10022,A,69,True,False
9588,10023,10023,B,277,True,True
9589,10025,10025,B,3,False,False
9590,10026,10026,B,258,True,True
9591,10027,10027,A,6,False,False
9592,10028,10028,B,87,False,True
9593,10029,10029,B,90,True,True
9594,10030,10030,A,1,False,False
9595,10031,10031,B,144,True,True
9596,10032,10032,B,9,False,False
9597,10033,10033,B,10,False,False
9598,10034,10034,A,163,True,False
9599,10035,10035,A,1,False,False
9600,10036,10036,A,6,False,False
9601,10037,10037,B,2,False,False
9602,10039,10039,B,1,False,False
9603,10040,10040,B,15,True,False
9604,10041,10041,A,76,True,True
9605,10042,10042,B,17,True,False
9606,10043,10043,B,65,True,False
9607,10044,10044,A,5,False,False
9608,10045,10045,A,5,False,False
9609,10046,10046,B,39,True,False
9610,10047,10047,B,13,True,False
9611,10048,10048,B,34,False,True
9612,10049,10049,A,5,False,False
9613,10050,10050,A,4,False,False
9614,10051,10051,A,5,False,False
9615,10052,10052,A,367,True,True
9616,10053,10053,A,7,False,False
9617,10054,10054,A,133,True,False
9618,10055,10055,B,38,True,False
9619,10056,10056,B,1,False,False
9620,10058,10058,B,3,False,False
9621,10059,10059,B,233,True,True
9622,10060,10060,A,38,True,False
9623,10061,10061,A,3,False,False
9624,10062,10062,A,223,True,True
9625,10063,10063,A,508,True,True
9626,10064,10064,B,3,False,False
9627,10066,10066,B,15,True,False
9628,10067,10067,A,203,False,True
9629,10068,10068,B,74,True,False
9630,10069,10069,A,53,True,False
9631,10070,10070,A,75,True,False
9632,10071,10071,A,9,False,False
9633,10072,10072,B,79,False,False
9634,10073,10073,A,1,False,False
9635,10075,10075,A,1,False,False
9636,10076,10076,B,10,False,False
9637,10077,10077,A,4,False,False
9638,10078,10078,A,4,False,False
9639,10079,10079,A,2,False,False
9640,10080,10080,B,2,False,False
9641,10081,10081,B,1,False,False
9642,10082,10082,B,73,True,False
9643,10083,10083,A,64,True,False
9644,10084,10084,B,11,False,False
9645,10085,10085,A,35,False,True
9646,10086,10086,A,6,False,False
9647,10087,10087,B,18,True,False
9648,10088,10088,B,56,True,False
9649,10089,10089,B,11,True,False
9650,10090,10090,A,74,True,False
9651,10091,10091,B,3,True,False
9652,10092,10092,A,141,True,False
9653,10093,10093,A,7,True,False
9654,10094,10094,B,168,True,True
9655,10095,10095,B,9,True,False
9656,10096,10096,B,45,True,False
9657,10097,10097,A,31,False,True
9658,10098,10098,B,8,False,False
9659,10099,10099,B,2,True,True
9660,10100,10100,B,31,False,False
9661,10101,10101,A,76,True,True
9662,10102,10102,A,4,False,False
9663,10103,10103,A,24,False,False
9664,10104,10104,A,31,True,True
9665,10105,10105,B,16,False,False
9666,10106,10106,A,39,True,False
9667,10108,10108,B,3,False,False
9668,10109,10109,A,38,True,False
9669,10110,10110,B,37,False,False
9670,10111,10111,A,3,False,False
9671,10112,10112,A,5,False,False
9672,10113,10113,A,1,False,False
9673,10114,10114,B,59,True,False
9674,10115,10115,B,7,False,False
9675,10116,10116,A,20,True,False
9676,10117,10117,B,514,True,True
9677,10118,10118,A,1,False,False
9678,10119,10119,B,85,True,False
9679,10120,10120,B,1,False,False
9680,10121,10121,A,197,True,True
9681,10122,10122,B,26,False,False
9682,10123,10123,B,42,False,False
9683,10124,10124,A,74,True,True
9684,10125,10125,A,307,False,False
9685,10126,10126,A,2,False,False
9686,10127,10127,A,36,False,False
9687,10128,10128,B,13,False,False
9688,10129,10129,B,7,False,False
9689,10130,10130,B,136,True,True
9690,10131,10131,A,1,False,False
9691,10132,10132,A,1,False,False
9692,10134,10134,A,38,True,True
9693,10135,10135,A,9,True,False
9694,10136,10136,A,2,False,False
9695,10137,10137,B,4,False,False
9696,10138,10138,A,8,False,False
9697,10139,10139,B,3,False,False
9698,10140,10140,B,170,True,True
9699,10141,10141,A,1,False,False
9700,10142,10142,A,29,True,False
9701,10143,10143,B,3,False,False
9702,10144,10144,A,9,False,False
9703,10145,10145,B,51,False,True
9704,10146,10146,B,189,True,False
9705,10147,10147,A,57,True,False
9706,10148,10148,B,90,True,False
9707,10149,10149,B,3,False,False
9708,10150,10150,B,7,False,False
9709,10151,10151,B,142,False,True
9710,10152,10152,A,28,True,False
9711,10153,10153,B,3,False,False
9712,10154,10154,B,13,False,False
9713,10155,10155,B,33,True,False
